id,doc_name,text,req_doc_id
66-3.1.1,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Clinical Task Assignment & Routing,66
66-3.1.2,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Clinical Task Linking,66
66-3.1.3,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Clinical Task Tracking,66
66-3.2,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Support Clinical Communication,66
66-3.2.1,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Support for Inter-Provider Communication,66
66-3.2.2,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Support for Provider - Pharmacy Communication,66
66-3.2.3,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Support for Communications between Provider and Patient and/or the Patient Representative,66
66-3.2.4,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,"Patient, Family and Care Giver Education",66
66-3.2.5,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Communication with Medical Devices,66
67-1,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Security,67
67-1.1,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Entity Authentication,67
67-1.2,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Entity Authorization,67
67-1.3,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Entity Access Control,67
67-1.4,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Patient Access Management,67
67-1.5,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Non-Repudiation,67
67-1.6,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Secure Data Exchange,67
67-1.7,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Secure Data Routing,67
67-1.8,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Information Attestation,67
67-1.9,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Patient Privacy and Confidentiality,67
67-2,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Health Record Information and Management,67
67-2.1,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),"Data Retention, Availability and Destruction",67
67-2.2,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Auditable Records,67
67-2.3,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Synchronization,67
67-2.4,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Extraction of Health Record Information,67
67-2.5,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Store and Manage Health Record Information,67
67-2.5.1,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Manage Unstructured Health Record Information,67
67-2.5.2,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Manage Structured Health Record Information,67
67-3,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Registry and Directory Service,67
67-4,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Standard Terminologies and Terminology Services,67
67-4.1,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Standard Terminologies and Terminology Models,67
67-4.2,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Maintenance and Versioning of Standard Terminologies,67
67-4.3,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Terminology Mapping,67
67-5,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Standards-based Interoperability,67
67-5.1,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Interchange Standards,67
67-5.2,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Interchange Standards Versioning and Maintenance,67
67-5.3,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Standards-based Application Integration,67
67-5.4,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Interchange Agreements,67
67-6,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Business Rules Management,67
67-7,California Correctional Health Care Services (CCHCS) - Emergency Medical Response System (EMR) Health Level Seven (HL7),Workflow Management,67
68-0,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Pharmacy General Requirements,68
68-1,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Prescribe & Order,68
68-2,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Order Communication,68
68-3,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Dispensing,68
68-4,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Administration,68
68-5,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Monitoring,68
68-6,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Formulary,68
68-7,California Correctional Health Care Services (CCHCS) Emergency Medical Response (EMR) System,Inventory,68
69-2,NASA Systems Engineering Processes and Requirements,Institutional and Programmatic Requirements,69
69-2.1,NASA Systems Engineering Processes and Requirements,Roles and Responsibilities,69
69-2.1.1,NASA Systems Engineering Processes and Requirements,General,69
69-2.1.2,NASA Systems Engineering Processes and Requirements,Center Directors,69
69-2.1.3,NASA Systems Engineering Processes and Requirements,Technical Teams,69
69-2.2,NASA Systems Engineering Processes and Requirements,Implementation Architecture,69
69-2.2.1,NASA Systems Engineering Processes and Requirements,Implementation Plan,69
69-2.3,NASA Systems Engineering Processes and Requirements,Designated Governing Authority,69
69-2.3.1,NASA Systems Engineering Processes and Requirements,Tailoring and Waivers,69
69-3,NASA Systems Engineering Processes and Requirements,Requirements for Common Technical Processes,69
69-3.2,NASA Systems Engineering Processes and Requirements,Process Requirements,69
69-3.2.1,NASA Systems Engineering Processes and Requirements,Stakeholder Expectations Definition Process,69
69-3.2.2,NASA Systems Engineering Processes and Requirements,Technical Requirements Definition Process,69
69-3.2.3,NASA Systems Engineering Processes and Requirements,Logical Decomposition Process,69
69-3.2.4,NASA Systems Engineering Processes and Requirements,Design Solution Definition Process,69
69-3.2.5,NASA Systems Engineering Processes and Requirements,Product Implementation Process,69
69-3.2.6,NASA Systems Engineering Processes and Requirements,Product Integration Process,69
69-3.2.7,NASA Systems Engineering Processes and Requirements,Product Verification Process,69
69-3.2.8,NASA Systems Engineering Processes and Requirements,Product Validation Process,69
69-3.2.9,NASA Systems Engineering Processes and Requirements,Product Transition Process,69
69-3.2.10,NASA Systems Engineering Processes and Requirements,Technical Planning Process,69
69-3.2.11,NASA Systems Engineering Processes and Requirements,Requirements Management Process,69
69-3.2.12,NASA Systems Engineering Processes and Requirements,Interface Management Process,69
69-3.2.13,NASA Systems Engineering Processes and Requirements,Technical Risk Management Process,69
69-3.2.14,NASA Systems Engineering Processes and Requirements,Configuration Management Process,69
69-3.2.15,NASA Systems Engineering Processes and Requirements,Technical Data Management Process,69
69-3.2.16,NASA Systems Engineering Processes and Requirements,Technical Assessment Process,69
69-3.2.17,NASA Systems Engineering Processes and Requirements,Decision Analysis Process,69
69-4,NASA Systems Engineering Processes and Requirements,NASA Oversight Activities on Contracted Projects,69
69-4.2,NASA Systems Engineering Processes and Requirements,Activities Prior to Contract Award,69
69-4.3,NASA Systems Engineering Processes and Requirements,During Contract Performance,69
69-4.4,NASA Systems Engineering Processes and Requirements,Contract Completion,69
69-5,NASA Systems Engineering Processes and Requirements,Systems Engineering Technical Reviews,69
69-5.2,NASA Systems Engineering Processes and Requirements,Technical Review Requirements,69
69-5.2.1,NASA Systems Engineering Processes and Requirements,Review Process and Practices,69
69-5.2.2,NASA Systems Engineering Processes and Requirements,Planning and Conduct,69
69-5.3,NASA Systems Engineering Processes and Requirements,Minimum Required Set of Technical Reviews,69
69-5.3.1,NASA Systems Engineering Processes and Requirements,Definition of Minimum Required Reviews,69
69-6,NASA Systems Engineering Processes and Requirements,Systems Engineering Management Plan,69
69-6.1,NASA Systems Engineering Processes and Requirements,Systems Engineering Management Plan Function,69
69-6.2,NASA Systems Engineering Processes and Requirements,Roles and Responsibilities,69
70-3,iTrust Medical Care Requirements Specification,Functional Requirements,70
70-3.1,iTrust Medical Care Requirements Specification,Use Case Diagram and Flow of Events,70
70-3.2,iTrust Medical Care Requirements Specification,Use Case Descriptions,70
70-3.2.1,iTrust Medical Care Requirements Specification,UC1 Create and Disable Patients Use Case,70
70-3.2.2,iTrust Medical Care Requirements Specification,"UC2 Create, Disable, and Edit Personnel Use Case",70
70-3.2.3,iTrust Medical Care Requirements Specification,UC3 Authenticate Users Use Case,70
70-3.2.4,iTrust Medical Care Requirements Specification,UC4 Enter/edit Demographics Use Case,70
70-3.2.5,iTrust Medical Care Requirements Specification,UC5 Log Transaction Use Case,70
70-3.2.6,iTrust Medical Care Requirements Specification,UC6 View HCP; Designate/Undesignate Designated Licensed Health Care Professional Use Case,70
70-3.2.8,iTrust Medical Care Requirements Specification,UC8 View Access Log Use Case,70
70-3.2.9,iTrust Medical Care Requirements Specification,UC9 View records Use Case,70
70-3.2.10,iTrust Medical Care Requirements Specification,UC10 Enter/edit personal health records Use Case,70
70-3.2.11,iTrust Medical Care Requirements Specification,UC11 Document office visit Use Case,70
70-3.2.12,iTrust Medical Care Requirements Specification,UC12 Determine operational profile Use Case,70
70-3.2.13,iTrust Medical Care Requirements Specification,UC13 Declare/undeclare Personal Representative Use Case,70
70-3.2.15,iTrust Medical Care Requirements Specification,UC15 Maintain standards lists Use Case,70
70-3.2.16,iTrust Medical Care Requirements Specification,UC16 Identify risk of chronic disease Use Case,70
70-3.2.17,iTrust Medical Care Requirements Specification,UC17 Proactively Determine Needed Patient Care Use Case,70
70-3.2.18,iTrust Medical Care Requirements Specification,UC18 Maintain a hospital listing Use Case,70
70-3.2.19,iTrust Medical Care Requirements Specification,UC19 View prescription report Use Case,70
70-3.2.21,iTrust Medical Care Requirements Specification,UC21 View emergency electronic health record Use Case,70
70-3.2.22,iTrust Medical Care Requirements Specification,UC22 Flow of Events for the Schedule Appointments Use Case,70
70-3.2.23,iTrust Medical Care Requirements Specification,UC23 View Comprehensive Patient Report Use Case,70
70-3.2.24,iTrust Medical Care Requirements Specification,UC24 Take Satisfaction Survey Use Case,70
70-3.2.25,iTrust Medical Care Requirements Specification,UC25 View Physician Satisfaction Survey Results Use Case,70
70-3.2.26,iTrust Medical Care Requirements Specification,UC26 Manage Lab Procedures Use Case,70
70-3.2.27,iTrust Medical Care Requirements Specification,UC27 Alert Users by Email Use Case,70
70-3.2.28,iTrust Medical Care Requirements Specification,UC28 View Patients,70
70-3.2.29,iTrust Medical Care Requirements Specification,UC29 Find LHCPs with experience with a diagnosis,70
70-3.2.30,iTrust Medical Care Requirements Specification,UC30 Messaging between LHCP and patient,70
70-3.2.31,iTrust Medical Care Requirements Specification,UC31 Find LHCPs for prescription renewal Use Case,70
70-3.2.32,iTrust Medical Care Requirements Specification,UC32 Proactively Confirm Prescription-Renewal Needs Use Case,70
70-3.2.33,iTrust Medical Care Requirements Specification,UC33 Manage Patient Referrals Use Case,70
70-3.2.34,iTrust Medical Care Requirements Specification,UC34 Report Telemedicine Monitoring Details Use Case,70
70-3.2.35,iTrust Medical Care Requirements Specification,UC35 Report Adverse Event Use Case,70
70-3.2.36,iTrust Medical Care Requirements Specification,UC36 Monitor Adverse Event Use Case,70
70-3.2.37,iTrust Medical Care Requirements Specification,UC37 Safe Drug Prescription Use Case,70
70-3.2.38,iTrust Medical Care Requirements Specification,UC38 Maintain Drug Interaction Use Case,70
70-3.2.40,iTrust Medical Care Requirements Specification,UC40 View Schedule Calendar Use Case,70
70-3.2.42,iTrust Medical Care Requirements Specification,UC42 View Notifications Use Case,70
70-3.2.43,iTrust Medical Care Requirements Specification,UC43 View Activity Feed Use Case,70
70-3.2.44,iTrust Medical Care Requirements Specification,UC44 Patient Specific Instructions,70
70-3.2.45,iTrust Medical Care Requirements Specification,UC45 Flow of Events for the Request bio surveillance Use Case,70
70-3.2.46,iTrust Medical Care Requirements Specification,UC46 View Patient Group Reports Use Case,70
70-3.2.47,iTrust Medical Care Requirements Specification,UC47 Find an Expert Use Case,70
70-4,iTrust Medical Care Requirements Specification,Non-Functional Requirements,70
70-4.1,iTrust Medical Care Requirements Specification,HIPAA,70
70-4.2,iTrust Medical Care Requirements Specification,Exclusive Authentication,70
70-4.3,iTrust Medical Care Requirements Specification,Form Validation,70
70-4.4,iTrust Medical Care Requirements Specification,Reports,70
70-4.5,iTrust Medical Care Requirements Specification,Privacy Policy,70
70-4.6,iTrust Medical Care Requirements Specification,Security of MID,70
70-5,iTrust Medical Care Requirements Specification,Constraints,70
70-5.1,iTrust Medical Care Requirements Specification,Language,70
70-5.2,iTrust Medical Care Requirements Specification,Coding Standards,70
70-5.3,iTrust Medical Care Requirements Specification,Documentation,70
70-5.4,iTrust Medical Care Requirements Specification,Environment,70
70-5.5,iTrust Medical Care Requirements Specification,Testing,70
70-5.6,iTrust Medical Care Requirements Specification,Database,70
70-5.7,iTrust Medical Care Requirements Specification,Patterns,70
70-5.8,iTrust Medical Care Requirements Specification,Static Analysis,70
71-3,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",REQUIREMENTS,71
71-3.2,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",CSCI Capability Requirements,71
71-3.2.1,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Display Fingerprint Image and Minutiae,71
71-3.2.2,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Calculate Minutiae Deviations,71
71-3.2.3,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Filter Minutia Deviations,71
71-3.3,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",CSCI External Interface Requirements,71
71-3.3.1,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Interface Identification and Diagrams,71
71-3.3.2,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",EBTS Files,71
71-3.3.3,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Deviation Log File,71
71-3.3.4,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Session File,71
71-3.8,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Security and Privacy Requirements,71
71-3.9,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",CSCI Environment Requirements,71
71-3.10,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Computer Resource Requirements,71
71-3.10.1,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Computer Hardware Requirements,71
71-3.10.2,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Computer Hardware Resource Utilization Requirements,71
71-3.10.3,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Computer Software Requirements,71
71-3.10.4,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Computer Communications Requirements,71
71-3.11,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Software Quality Factors,71
71-3.12,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Design and Implementation Constraints,71
71-3.12.2,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Software Constraints,71
71-3.13,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Personnel-Related Requirements,71
71-3.14,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Training-Related Requirements,71
71-3.15,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Logistics-Related Requirements,71
71-3.16,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Other Requirements,71
71-3.17,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Packaging Requirements,71
71-3.18,"Minutia Deviation Tool: Software Requirements Specification (SRS) - a prototype Computer Software Configuration Item (CSCI) (i.e., software utility) to aid a user in designating equivalent minutia pairs across two fingerprint biometric images and calculating the pair’s minutia spatial deviations",Precedence and Criticality of Requirements,71
72-3.0,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,FUNCTIONAL REQUIREMENTS AND USER IMPACTS,72
72-3.1,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Summary of Functions,72
72-3.1.1,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Functional Requirements,72
72-3.1.1.1,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Data Accessibility,72
72-3.1.1.2,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Entity Profile Administration,72
72-3.1.1.3,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,User Accounts,72
72-3.1.1.4,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Data Integrity,72
72-3.1.1.5,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,FDP Administration Panel,72
72-3.1.1.6,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,System Security,72
72-3.1.1.7,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Links to related systems/external compliance databases,72
72-4,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,PERFORMANCE REQUIREMENTS,72
72-4.1,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Specific Performance Requirements,72
72-4.1.1,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Accuracy and Validity,72
72-4.1.2,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Timing and Capacity,72
72-4.1.3,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Failure Contingencies,72
72-5,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,ADDITIONAL SYSTEM REQUIREMENTS,72
72-5.1,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,System Description,72
72-5.2,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Systems Integration,72
72-5.3,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Customization and Flexibility,72
72-5.4,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Sustainability and Open Source Plans,72
72-5.5,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,System Documentation,72
72-5.6,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Rights to Code and Data / Data Ownership,72
72-5.7,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,Configurable System Parameters,72
72-5.8,FUNCTIONAL and TECHNICAL REQUIREMENTS DOCUMENT - Federal Demonstration Partnership (FDP) - Expanded Clearinghouse Pilot Phase 2 – Web-based System,System Development and Go-live Approval Process,72
73-3,Software Requirements Specification to Distribute Manufacturing Data,External Interface Requirements,73
73-3.1,Software Requirements Specification to Distribute Manufacturing Data,User Interfaces,73
73-3.1.1,Software Requirements Specification to Distribute Manufacturing Data,Volatile Data Stream,73
73-3.1.2,Software Requirements Specification to Distribute Manufacturing Data,Query-able Data Repository,73
73-3.2,Software Requirements Specification to Distribute Manufacturing Data,Hardware Interfaces,73
73-3.3,Software Requirements Specification to Distribute Manufacturing Data,Software Interfaces,73
73-3.3.1,Software Requirements Specification to Distribute Manufacturing Data,Description of Services,73
73-3.4,Software Requirements Specification to Distribute Manufacturing Data,Communication Interfaces,73
73-4,Software Requirements Specification to Distribute Manufacturing Data,System Features,73
73-4.1,Software Requirements Specification to Distribute Manufacturing Data,Component Functional Requirements,73
73-4.1.1,Software Requirements Specification to Distribute Manufacturing Data,Volatile Data Stream,73
73-4.1.2,Software Requirements Specification to Distribute Manufacturing Data,Query-able Data Repository,73
73-4.2,Software Requirements Specification to Distribute Manufacturing Data,Data Curation,73
73-4.2.1,Software Requirements Specification to Distribute Manufacturing Data,Description and Priority,73
73-4.2.2,Software Requirements Specification to Distribute Manufacturing Data,Functional Requirements,73
73-4.3,Software Requirements Specification to Distribute Manufacturing Data,Software System Administration,73
73-4.3.1,Software Requirements Specification to Distribute Manufacturing Data,Description and Priority,73
73-4.3.2,Software Requirements Specification to Distribute Manufacturing Data,Functional Requirements,73
73-5,Software Requirements Specification to Distribute Manufacturing Data,Non-functional Requirements,73
73-5.1,Software Requirements Specification to Distribute Manufacturing Data,Performance Requirements,73
73-5.2,Software Requirements Specification to Distribute Manufacturing Data,Reliability Requirements,73
73-5.3,Software Requirements Specification to Distribute Manufacturing Data,Availability Requirements,73
73-5.4,Software Requirements Specification to Distribute Manufacturing Data,Security Requirements,73
73-5.5,Software Requirements Specification to Distribute Manufacturing Data,Maintainability Requirements,73
73-5.6,Software Requirements Specification to Distribute Manufacturing Data,Business Rules,73
73-5.6.1,Software Requirements Specification to Distribute Manufacturing Data,Super-User Role Business Rules,73
73-5.6.2,Software Requirements Specification to Distribute Manufacturing Data,User Role Business Rules,73
74-4,Service Requirements Specifications IPPC ePhyto HUB - a transfer service that will facilitate the communication and exchanges of ePhyto certificates between countries,SYSTEM FEATURES,74
74-4.1,Service Requirements Specifications IPPC ePhyto HUB - a transfer service that will facilitate the communication and exchanges of ePhyto certificates between countries,HUB Portal – NPPO Configuration & Admin Area,74
74-4.2,Service Requirements Specifications IPPC ePhyto HUB - a transfer service that will facilitate the communication and exchanges of ePhyto certificates between countries,TLS Services - Authentication,74
